Pprime,P2prime,Zs,Zt,cs2,ghost_ok,grad_ok
-0.600,-1.700,-0.600,-4.000,,0,0
-0.600,-1.600,-0.600,-3.800,,0,0
-0.600,-1.500,-0.600,-3.600,,0,0
-0.600,-1.400,-0.600,-3.400,,0,0
-0.600,-1.300,-0.600,-3.200,,0,0
-0.600,-1.200,-0.600,-3.000,,0,0
-0.600,-1.100,-0.600,-2.800,,0,0
-0.600,-1.000,-0.600,-2.600,,0,0
-0.600,-0.900,-0.600,-2.400,,0,0
-0.600,-0.800,-0.600,-2.200,,0,0
-0.600,-0.700,-0.600,-2.000,,0,0
-0.600,-0.600,-0.600,-1.800,,0,0
-0.600,-0.500,-0.600,-1.600,,0,0
-0.600,-0.400,-0.600,-1.400,,0,0
-0.600,-0.300,-0.600,-1.200,,0,0
-0.600,-0.200,-0.600,-1.000,,0,0
-0.600,-0.100,-0.600,-0.800,,0,0
-0.600,0.000,-0.600,-0.600,,0,0
-0.600,0.100,-0.600,-0.400,,0,0
-0.600,0.200,-0.600,-0.200,,0,0
-0.600,0.300,-0.600,0.000,-300239975158032.750,1,0
-0.600,0.400,-0.600,0.200,-3.000,1,0
-0.600,0.500,-0.600,0.400,-1.500,1,0
-0.600,0.600,-0.600,0.600,-1.000,1,0
-0.600,0.700,-0.600,0.800,-0.750,1,0
-0.600,0.800,-0.600,1.000,-0.600,1,0
-0.600,0.900,-0.600,1.200,-0.500,1,0
-0.600,1.000,-0.600,1.400,-0.429,1,0
-0.600,1.100,-0.600,1.600,-0.375,1,0
-0.600,1.200,-0.600,1.800,-0.333,1,0
-0.600,1.300,-0.600,2.000,-0.300,1,0
-0.600,1.400,-0.600,2.200,-0.273,1,0
-0.600,1.500,-0.600,2.400,-0.250,1,0
-0.600,1.600,-0.600,2.600,-0.231,1,0
-0.600,1.700,-0.600,2.800,-0.214,1,0
-0.600,1.800,-0.600,3.000,-0.200,1,0
-0.600,1.900,-0.600,3.200,-0.187,1,0
-0.600,2.000,-0.600,3.400,-0.176,1,0
-0.500,-2.000,-0.500,-4.500,,0,0
-0.500,-1.900,-0.500,-4.300,,0,0
-0.500,-1.800,-0.500,-4.100,,0,0
-0.500,-1.700,-0.500,-3.900,,0,0
-0.500,-1.600,-0.500,-3.700,,0,0
-0.500,-1.500,-0.500,-3.500,,0,0
-0.500,-1.400,-0.500,-3.300,,0,0
-0.500,-1.300,-0.500,-3.100,,0,0
-0.500,-1.200,-0.500,-2.900,,0,0
-0.500,-1.100,-0.500,-2.700,,0,0
-0.500,-1.000,-0.500,-2.500,,0,0
-0.500,-0.900,-0.500,-2.300,,0,0
-0.500,-0.800,-0.500,-2.100,,0,0
-0.500,-0.700,-0.500,-1.900,,0,0
-0.500,-0.600,-0.500,-1.700,,0,0
-0.500,-0.500,-0.500,-1.500,,0,0
-0.500,-0.400,-0.500,-1.300,,0,0
-0.500,-0.300,-0.500,-1.100,,0,0
-0.500,-0.200,-0.500,-0.900,,0,0
-0.500,-0.100,-0.500,-0.700,,0,0
-0.500,0.000,-0.500,-0.500,,0,0
-0.500,0.100,-0.500,-0.300,,0,0
-0.500,0.200,-0.500,-0.100,,0,0
-0.500,0.300,-0.500,0.100,-5.000,1,0
-0.500,0.400,-0.500,0.300,-1.667,1,0
-0.500,0.500,-0.500,0.500,-1.000,1,0
-0.500,0.600,-0.500,0.700,-0.714,1,0
-0.500,0.700,-0.500,0.900,-0.556,1,0
-0.500,0.800,-0.500,1.100,-0.455,1,0
-0.500,0.900,-0.500,1.300,-0.385,1,0
-0.500,1.000,-0.500,1.500,-0.333,1,0
-0.500,1.100,-0.500,1.700,-0.294,1,0
-0.500,1.200,-0.500,1.900,-0.263,1,0
-0.500,1.300,-0.500,2.100,-0.238,1,0
-0.500,1.400,-0.500,2.300,-0.217,1,0
-0.500,1.500,-0.500,2.500,-0.200,1,0
-0.500,1.600,-0.500,2.700,-0.185,1,0
-0.500,1.700,-0.500,2.900,-0.172,1,0
-0.500,1.800,-0.500,3.100,-0.161,1,0
-0.500,1.900,-0.500,3.300,-0.152,1,0
-0.500,2.000,-0.500,3.500,-0.143,1,0
-0.400,-2.000,-0.400,-4.400,,0,0
-0.400,-1.900,-0.400,-4.200,,0,0
-0.400,-1.800,-0.400,-4.000,,0,0
-0.400,-1.700,-0.400,-3.800,,0,0
-0.400,-1.600,-0.400,-3.600,,0,0
-0.400,-1.500,-0.400,-3.400,,0,0
-0.400,-1.400,-0.400,-3.200,,0,0
-0.400,-1.300,-0.400,-3.000,,0,0
-0.400,-1.200,-0.400,-2.800,,0,0
-0.400,-1.100,-0.400,-2.600,,0,0
-0.400,-1.000,-0.400,-2.400,,0,0
-0.400,-0.900,-0.400,-2.200,,0,0
-0.400,-0.800,-0.400,-2.000,,0,0
-0.400,-0.700,-0.400,-1.800,,0,0
-0.400,-0.600,-0.400,-1.600,,0,0
-0.400,-0.500,-0.400,-1.400,,0,0
-0.400,-0.400,-0.400,-1.200,,0,0
-0.400,-0.300,-0.400,-1.000,,0,0
-0.400,-0.200,-0.400,-0.800,,0,0
-0.400,-0.100,-0.400,-0.600,,0,0
-0.400,0.000,-0.400,-0.400,,0,0
-0.400,0.100,-0.400,-0.200,,0,0
-0.400,0.200,-0.400,0.000,-205878840108365.188,1,0
-0.400,0.300,-0.400,0.200,-2.000,1,0
-0.400,0.400,-0.400,0.400,-1.000,1,0
-0.400,0.500,-0.400,0.600,-0.667,1,0
-0.400,0.600,-0.400,0.800,-0.500,1,0
-0.400,0.700,-0.400,1.000,-0.400,1,0
-0.400,0.800,-0.400,1.200,-0.333,1,0
-0.400,0.900,-0.400,1.400,-0.286,1,0
-0.400,1.000,-0.400,1.600,-0.250,1,0
-0.400,1.100,-0.400,1.800,-0.222,1,0
-0.400,1.200,-0.400,2.000,-0.200,1,0
-0.400,1.300,-0.400,2.200,-0.182,1,0
-0.400,1.400,-0.400,2.400,-0.167,1,0
-0.400,1.500,-0.400,2.600,-0.154,1,0
-0.400,1.600,-0.400,2.800,-0.143,1,0
-0.400,1.700,-0.400,3.000,-0.133,1,0
-0.400,1.800,-0.400,3.200,-0.125,1,0
-0.400,1.900,-0.400,3.400,-0.118,1,0
-0.400,2.000,-0.400,3.600,-0.111,1,0
-0.300,-2.000,-0.300,-4.300,,0,0
-0.300,-1.900,-0.300,-4.100,,0,0
-0.300,-1.800,-0.300,-3.900,,0,0
-0.300,-1.700,-0.300,-3.700,,0,0
-0.300,-1.600,-0.300,-3.500,,0,0
-0.300,-1.500,-0.300,-3.300,,0,0
-0.300,-1.400,-0.300,-3.100,,0,0
-0.300,-1.300,-0.300,-2.900,,0,0
-0.300,-1.200,-0.300,-2.700,,0,0
-0.300,-1.100,-0.300,-2.500,,0,0
-0.300,-1.000,-0.300,-2.300,,0,0
-0.300,-0.900,-0.300,-2.100,,0,0
-0.300,-0.800,-0.300,-1.900,,0,0
-0.300,-0.700,-0.300,-1.700,,0,0
-0.300,-0.600,-0.300,-1.500,,0,0
-0.300,-0.500,-0.300,-1.300,,0,0
-0.300,-0.400,-0.300,-1.100,,0,0
-0.300,-0.300,-0.300,-0.900,,0,0
-0.300,-0.200,-0.300,-0.700,,0,0
-0.300,-0.100,-0.300,-0.500,,0,0
-0.300,0.000,-0.300,-0.300,,0,0
-0.300,0.100,-0.300,-0.100,,0,0
-0.300,0.200,-0.300,0.100,-3.000,1,0
-0.300,0.300,-0.300,0.300,-1.000,1,0
-0.300,0.400,-0.300,0.500,-0.600,1,0
-0.300,0.500,-0.300,0.700,-0.429,1,0
-0.300,0.600,-0.300,0.900,-0.333,1,0
-0.300,0.700,-0.300,1.100,-0.273,1,0
-0.300,0.800,-0.300,1.300,-0.231,1,0
-0.300,0.900,-0.300,1.500,-0.200,1,0
-0.300,1.000,-0.300,1.700,-0.176,1,0
-0.300,1.100,-0.300,1.900,-0.158,1,0
-0.300,1.200,-0.300,2.100,-0.143,1,0
-0.300,1.300,-0.300,2.300,-0.130,1,0
-0.300,1.400,-0.300,2.500,-0.120,1,0
-0.300,1.500,-0.300,2.700,-0.111,1,0
-0.300,1.600,-0.300,2.900,-0.103,1,0
-0.300,1.700,-0.300,3.100,-0.097,1,0
-0.300,1.800,-0.300,3.300,-0.091,1,0
-0.300,1.900,-0.300,3.500,-0.086,1,0
-0.300,2.000,-0.300,3.700,-0.081,1,0
-0.200,-2.000,-0.200,-4.200,,0,0
-0.200,-1.900,-0.200,-4.000,,0,0
-0.200,-1.800,-0.200,-3.800,,0,0
-0.200,-1.700,-0.200,-3.600,,0,0
-0.200,-1.600,-0.200,-3.400,,0,0
-0.200,-1.500,-0.200,-3.200,,0,0
-0.200,-1.400,-0.200,-3.000,,0,0
-0.200,-1.300,-0.200,-2.800,,0,0
-0.200,-1.200,-0.200,-2.600,,0,0
-0.200,-1.100,-0.200,-2.400,,0,0
-0.200,-1.000,-0.200,-2.200,,0,0
-0.200,-0.900,-0.200,-2.000,,0,0
-0.200,-0.800,-0.200,-1.800,,0,0
-0.200,-0.700,-0.200,-1.600,,0,0
-0.200,-0.600,-0.200,-1.400,,0,0
-0.200,-0.500,-0.200,-1.200,,0,0
-0.200,-0.400,-0.200,-1.000,,0,0
-0.200,-0.300,-0.200,-0.800,,0,0
-0.200,-0.200,-0.200,-0.600,,0,0
-0.200,-0.100,-0.200,-0.400,,0,0
-0.200,0.000,-0.200,-0.200,,0,0
-0.200,0.100,-0.200,0.000,-104431295707141.609,1,0
-0.200,0.200,-0.200,0.200,-1.000,1,0
-0.200,0.300,-0.200,0.400,-0.500,1,0
-0.200,0.400,-0.200,0.600,-0.333,1,0
-0.200,0.500,-0.200,0.800,-0.250,1,0
-0.200,0.600,-0.200,1.000,-0.200,1,0
-0.200,0.700,-0.200,1.200,-0.167,1,0
-0.200,0.800,-0.200,1.400,-0.143,1,0
-0.200,0.900,-0.200,1.600,-0.125,1,0
-0.200,1.000,-0.200,1.800,-0.111,1,0
-0.200,1.100,-0.200,2.000,-0.100,1,0
-0.200,1.200,-0.200,2.200,-0.091,1,0
-0.200,1.300,-0.200,2.400,-0.083,1,0
-0.200,1.400,-0.200,2.600,-0.077,1,0
-0.200,1.500,-0.200,2.800,-0.071,1,0
-0.200,1.600,-0.200,3.000,-0.067,1,0
-0.200,1.700,-0.200,3.200,-0.062,1,0
-0.200,1.800,-0.200,3.400,-0.059,1,0
-0.200,1.900,-0.200,3.600,-0.056,1,0
-0.200,2.000,-0.200,3.800,-0.053,1,0
-0.100,-2.000,-0.100,-4.100,,0,0
-0.100,-1.900,-0.100,-3.900,,0,0
-0.100,-1.800,-0.100,-3.700,,0,0
-0.100,-1.700,-0.100,-3.500,,0,0
-0.100,-1.600,-0.100,-3.300,,0,0
-0.100,-1.500,-0.100,-3.100,,0,0
-0.100,-1.400,-0.100,-2.900,,0,0
-0.100,-1.300,-0.100,-2.700,,0,0
-0.100,-1.200,-0.100,-2.500,,0,0
-0.100,-1.100,-0.100,-2.300,,0,0
-0.100,-1.000,-0.100,-2.100,,0,0
-0.100,-0.900,-0.100,-1.900,,0,0
-0.100,-0.800,-0.100,-1.700,,0,0
-0.100,-0.700,-0.100,-1.500,,0,0
-0.100,-0.600,-0.100,-1.300,,0,0
-0.100,-0.500,-0.100,-1.100,,0,0
-0.100,-0.400,-0.100,-0.900,,0,0
-0.100,-0.300,-0.100,-0.700,,0,0
-0.100,-0.200,-0.100,-0.500,,0,0
-0.100,-0.100,-0.100,-0.300,,0,0
-0.100,0.000,-0.100,-0.100,,0,0
-0.100,0.100,-0.100,0.100,-1.000,1,0
-0.100,0.200,-0.100,0.300,-0.333,1,0
-0.100,0.300,-0.100,0.500,-0.200,1,0
-0.100,0.400,-0.100,0.700,-0.143,1,0
-0.100,0.500,-0.100,0.900,-0.111,1,0
-0.100,0.600,-0.100,1.100,-0.091,1,0
-0.100,0.700,-0.100,1.300,-0.077,1,0
-0.100,0.800,-0.100,1.500,-0.067,1,0
-0.100,0.900,-0.100,1.700,-0.059,1,0
-0.100,1.000,-0.100,1.900,-0.053,1,0
-0.100,1.100,-0.100,2.100,-0.048,1,0
-0.100,1.200,-0.100,2.300,-0.043,1,0
-0.100,1.300,-0.100,2.500,-0.040,1,0
-0.100,1.400,-0.100,2.700,-0.037,1,0
-0.100,1.500,-0.100,2.900,-0.034,1,0
-0.100,1.600,-0.100,3.100,-0.032,1,0
-0.100,1.700,-0.100,3.300,-0.030,1,0
-0.100,1.800,-0.100,3.500,-0.029,1,0
-0.100,1.900,-0.100,3.700,-0.027,1,0
-0.100,2.000,-0.100,3.900,-0.026,1,0
0.000,-2.000,0.000,-4.000,,0,1
0.000,-1.900,0.000,-3.800,,0,1
0.000,-1.800,0.000,-3.600,,0,1
0.000,-1.700,0.000,-3.400,,0,1
0.000,-1.600,0.000,-3.200,,0,1
0.000,-1.500,0.000,-3.000,,0,1
0.000,-1.400,0.000,-2.800,,0,1
0.000,-1.300,0.000,-2.600,,0,1
0.000,-1.200,0.000,-2.400,,0,1
0.000,-1.100,0.000,-2.200,,0,1
0.000,-1.000,0.000,-2.000,,0,1
0.000,-0.900,0.000,-1.800,,0,1
0.000,-0.800,0.000,-1.600,,0,1
0.000,-0.700,0.000,-1.400,,0,1
0.000,-0.600,0.000,-1.200,,0,1
0.000,-0.500,0.000,-1.000,,0,1
0.000,-0.400,0.000,-0.800,,0,1
0.000,-0.300,0.000,-0.600,,0,1
0.000,-0.200,0.000,-0.400,,0,1
0.000,-0.100,0.000,-0.200,,0,1
0.000,0.000,0.000,0.000,0.333,1,1
0.000,0.100,0.000,0.200,0.000,1,1
0.000,0.200,0.000,0.400,0.000,1,1
0.000,0.300,0.000,0.600,0.000,1,1
0.000,0.400,0.000,0.800,0.000,1,1
0.000,0.500,0.000,1.000,0.000,1,1
0.000,0.600,0.000,1.200,0.000,1,1
0.000,0.700,0.000,1.400,0.000,1,1
0.000,0.800,0.000,1.600,0.000,1,1
0.000,0.900,0.000,1.800,0.000,1,1
0.000,1.000,0.000,2.000,0.000,1,1
0.000,1.100,0.000,2.200,0.000,1,1
0.000,1.200,0.000,2.400,0.000,1,1
0.000,1.300,0.000,2.600,0.000,1,1
0.000,1.400,0.000,2.800,0.000,1,1
0.000,1.500,0.000,3.000,0.000,1,1
0.000,1.600,0.000,3.200,0.000,1,1
0.000,1.700,0.000,3.400,0.000,1,1
0.000,1.800,0.000,3.600,0.000,1,1
0.000,1.900,0.000,3.800,0.000,1,1
0.000,2.000,0.000,4.000,0.000,1,1
0.100,-2.000,0.100,-3.900,,0,1
0.100,-1.900,0.100,-3.700,,0,1
0.100,-1.800,0.100,-3.500,,0,1
0.100,-1.700,0.100,-3.300,,0,1
0.100,-1.600,0.100,-3.100,,0,1
0.100,-1.500,0.100,-2.900,,0,1
0.100,-1.400,0.100,-2.700,,0,1
0.100,-1.300,0.100,-2.500,,0,1
0.100,-1.200,0.100,-2.300,,0,1
0.100,-1.100,0.100,-2.100,,0,1
0.100,-1.000,0.100,-1.900,,0,1
0.100,-0.900,0.100,-1.700,,0,1
0.100,-0.800,0.100,-1.500,,0,1
0.100,-0.700,0.100,-1.300,,0,1
0.100,-0.600,0.100,-1.100,,0,1
0.100,-0.500,0.100,-0.900,,0,1
0.100,-0.400,0.100,-0.700,,0,1
0.100,-0.300,0.100,-0.500,,0,1
0.100,-0.200,0.100,-0.300,,0,1
0.100,-0.100,0.100,-0.100,,0,1
0.100,0.000,0.100,0.100,1.000,1,1
0.100,0.100,0.100,0.300,0.333,1,1
0.100,0.200,0.100,0.500,0.200,1,1
0.100,0.300,0.100,0.700,0.143,1,1
0.100,0.400,0.100,0.900,0.111,1,1
0.100,0.500,0.100,1.100,0.091,1,1
0.100,0.600,0.100,1.300,0.077,1,1
0.100,0.700,0.100,1.500,0.067,1,1
0.100,0.800,0.100,1.700,0.059,1,1
0.100,0.900,0.100,1.900,0.053,1,1
0.100,1.000,0.100,2.100,0.048,1,1
0.100,1.100,0.100,2.300,0.043,1,1
0.100,1.200,0.100,2.500,0.040,1,1
0.100,1.300,0.100,2.700,0.037,1,1
0.100,1.400,0.100,2.900,0.034,1,1
0.100,1.500,0.100,3.100,0.032,1,1
0.100,1.600,0.100,3.300,0.030,1,1
0.100,1.700,0.100,3.500,0.029,1,1
0.100,1.800,0.100,3.700,0.027,1,1
0.100,1.900,0.100,3.900,0.026,1,1
0.100,2.000,0.100,4.100,0.024,1,1
0.200,-2.000,0.200,-3.800,,0,1
0.200,-1.900,0.200,-3.600,,0,1
0.200,-1.800,0.200,-3.400,,0,1
0.200,-1.700,0.200,-3.200,,0,1
0.200,-1.600,0.200,-3.000,,0,1
0.200,-1.500,0.200,-2.800,,0,1
0.200,-1.400,0.200,-2.600,,0,1
0.200,-1.300,0.200,-2.400,,0,1
0.200,-1.200,0.200,-2.200,,0,1
0.200,-1.100,0.200,-2.000,,0,1
0.200,-1.000,0.200,-1.800,,0,1
0.200,-0.900,0.200,-1.600,,0,1
0.200,-0.800,0.200,-1.400,,0,1
0.200,-0.700,0.200,-1.200,,0,1
0.200,-0.600,0.200,-1.000,,0,1
0.200,-0.500,0.200,-0.800,,0,1
0.200,-0.400,0.200,-0.600,,0,1
0.200,-0.300,0.200,-0.400,,0,1
0.200,-0.200,0.200,-0.200,,0,1
0.200,-0.100,0.200,0.000,104431295707142.281,1,1
0.200,0.000,0.200,0.200,1.000,1,1
0.200,0.100,0.200,0.400,0.500,1,1
0.200,0.200,0.200,0.600,0.333,1,1
0.200,0.300,0.200,0.800,0.250,1,1
0.200,0.400,0.200,1.000,0.200,1,1
0.200,0.500,0.200,1.200,0.167,1,1
0.200,0.600,0.200,1.400,0.143,1,1
0.200,0.700,0.200,1.600,0.125,1,1
0.200,0.800,0.200,1.800,0.111,1,1
0.200,0.900,0.200,2.000,0.100,1,1
0.200,1.000,0.200,2.200,0.091,1,1
0.200,1.100,0.200,2.400,0.083,1,1
0.200,1.200,0.200,2.600,0.077,1,1
0.200,1.300,0.200,2.800,0.071,1,1
0.200,1.400,0.200,3.000,0.067,1,1
0.200,1.500,0.200,3.200,0.063,1,1
0.200,1.600,0.200,3.400,0.059,1,1
0.200,1.700,0.200,3.600,0.056,1,1
0.200,1.800,0.200,3.800,0.053,1,1
0.200,1.900,0.200,4.000,0.050,1,1
0.200,2.000,0.200,4.200,0.048,1,1
0.300,-2.000,0.300,-3.700,,0,1
0.300,-1.900,0.300,-3.500,,0,1
0.300,-1.800,0.300,-3.300,,0,1
0.300,-1.700,0.300,-3.100,,0,1
0.300,-1.600,0.300,-2.900,,0,1
0.300,-1.500,0.300,-2.700,,0,1
0.300,-1.400,0.300,-2.500,,0,1
0.300,-1.300,0.300,-2.300,,0,1
0.300,-1.200,0.300,-2.100,,0,1
0.300,-1.100,0.300,-1.900,,0,1
0.300,-1.000,0.300,-1.700,,0,1
0.300,-0.900,0.300,-1.500,,0,1
0.300,-0.800,0.300,-1.300,,0,1
0.300,-0.700,0.300,-1.100,,0,1
0.300,-0.600,0.300,-0.900,,0,1
0.300,-0.500,0.300,-0.700,,0,1
0.300,-0.400,0.300,-0.500,,0,1
0.300,-0.300,0.300,-0.300,,0,1
0.300,-0.200,0.300,-0.100,,0,1
0.300,-0.100,0.300,0.100,3.000,1,1
0.300,0.000,0.300,0.300,1.000,1,1
0.300,0.100,0.300,0.500,0.600,1,1
0.300,0.200,0.300,0.700,0.429,1,1
0.300,0.300,0.300,0.900,0.333,1,1
0.300,0.400,0.300,1.100,0.273,1,1
0.300,0.500,0.300,1.300,0.231,1,1
0.300,0.600,0.300,1.500,0.200,1,1
0.300,0.700,0.300,1.700,0.176,1,1
0.300,0.800,0.300,1.900,0.158,1,1
0.300,0.900,0.300,2.100,0.143,1,1
0.300,1.000,0.300,2.300,0.130,1,1
0.300,1.100,0.300,2.500,0.120,1,1
0.300,1.200,0.300,2.700,0.111,1,1
0.300,1.300,0.300,2.900,0.103,1,1
0.300,1.400,0.300,3.100,0.097,1,1
0.300,1.500,0.300,3.300,0.091,1,1
0.300,1.600,0.300,3.500,0.086,1,1
0.300,1.700,0.300,3.700,0.081,1,1
0.300,1.800,0.300,3.900,0.077,1,1
0.300,1.900,0.300,4.100,0.073,1,1
0.300,2.000,0.300,4.300,0.070,1,1
0.400,-2.000,0.400,-3.600,,0,1
0.400,-1.900,0.400,-3.400,,0,1
0.400,-1.800,0.400,-3.200,,0,1
0.400,-1.700,0.400,-3.000,,0,1
0.400,-1.600,0.400,-2.800,,0,1
0.400,-1.500,0.400,-2.600,,0,1
0.400,-1.400,0.400,-2.400,,0,1
0.400,-1.300,0.400,-2.200,,0,1
0.400,-1.200,0.400,-2.000,,0,1
0.400,-1.100,0.400,-1.800,,0,1
0.400,-1.000,0.400,-1.600,,0,1
0.400,-0.900,0.400,-1.400,,0,1
0.400,-0.800,0.400,-1.200,,0,1
0.400,-0.700,0.400,-1.000,,0,1
0.400,-0.600,0.400,-0.800,,0,1
0.400,-0.500,0.400,-0.600,,0,1
0.400,-0.400,0.400,-0.400,,0,1
0.400,-0.300,0.400,-0.200,,0,1
0.400,-0.200,0.400,0.000,205878840108365.875,1,1
0.400,-0.100,0.400,0.200,2.000,1,1
0.400,0.000,0.400,0.400,1.000,1,1
0.400,0.100,0.400,0.600,0.667,1,1
0.400,0.200,0.400,0.800,0.500,1,1
0.400,0.300,0.400,1.000,0.400,1,1
0.400,0.400,0.400,1.200,0.333,1,1
0.400,0.500,0.400,1.400,0.286,1,1
0.400,0.600,0.400,1.600,0.250,1,1
0.400,0.700,0.400,1.800,0.222,1,1
0.400,0.800,0.400,2.000,0.200,1,1
0.400,0.900,0.400,2.200,0.182,1,1
0.400,1.000,0.400,2.400,0.167,1,1
0.400,1.100,0.400,2.600,0.154,1,1
0.400,1.200,0.400,2.800,0.143,1,1
0.400,1.300,0.400,3.000,0.133,1,1
0.400,1.400,0.400,3.200,0.125,1,1
0.400,1.500,0.400,3.400,0.118,1,1
0.400,1.600,0.400,3.600,0.111,1,1
0.400,1.700,0.400,3.800,0.105,1,1
0.400,1.800,0.400,4.000,0.100,1,1
0.400,1.900,0.400,4.200,0.095,1,1
0.400,2.000,0.400,4.400,0.091,1,1
0.500,-2.000,0.500,-3.500,,0,1
0.500,-1.900,0.500,-3.300,,0,1
0.500,-1.800,0.500,-3.100,,0,1
0.500,-1.700,0.500,-2.900,,0,1
0.500,-1.600,0.500,-2.700,,0,1
0.500,-1.500,0.500,-2.500,,0,1
0.500,-1.400,0.500,-2.300,,0,1
0.500,-1.300,0.500,-2.100,,0,1
0.500,-1.200,0.500,-1.900,,0,1
0.500,-1.100,0.500,-1.700,,0,1
0.500,-1.000,0.500,-1.500,,0,1
0.500,-0.900,0.500,-1.300,,0,1
0.500,-0.800,0.500,-1.100,,0,1
0.500,-0.700,0.500,-0.900,,0,1
0.500,-0.600,0.500,-0.700,,0,1
0.500,-0.500,0.500,-0.500,,0,1
0.500,-0.400,0.500,-0.300,,0,1
0.500,-0.300,0.500,-0.100,,0,1
0.500,-0.200,0.500,0.100,5.000,1,1
0.500,-0.100,0.500,0.300,1.667,1,1
0.500,0.000,0.500,0.500,1.000,1,1
0.500,0.100,0.500,0.700,0.714,1,1
0.500,0.200,0.500,0.900,0.556,1,1
0.500,0.300,0.500,1.100,0.455,1,1
0.500,0.400,0.500,1.300,0.385,1,1
0.500,0.500,0.500,1.500,0.333,1,1
0.500,0.600,0.500,1.700,0.294,1,1
0.500,0.700,0.500,1.900,0.263,1,1
0.500,0.800,0.500,2.100,0.238,1,1
0.500,0.900,0.500,2.300,0.217,1,1
0.500,1.000,0.500,2.500,0.200,1,1
0.500,1.100,0.500,2.700,0.185,1,1
0.500,1.200,0.500,2.900,0.172,1,1
0.500,1.300,0.500,3.100,0.161,1,1
0.500,1.400,0.500,3.300,0.152,1,1
0.500,1.500,0.500,3.500,0.143,1,1
0.500,1.600,0.500,3.700,0.135,1,1
0.500,1.700,0.500,3.900,0.128,1,1
0.500,1.800,0.500,4.100,0.122,1,1
0.500,1.900,0.500,4.300,0.116,1,1
0.500,2.000,0.500,4.500,0.111,1,1
0.600,-2.000,0.600,-3.400,,0,1
0.600,-1.900,0.600,-3.200,,0,1
0.600,-1.800,0.600,-3.000,,0,1
0.600,-1.700,0.600,-2.800,,0,1
0.600,-1.600,0.600,-2.600,,0,1
0.600,-1.500,0.600,-2.400,,0,1
0.600,-1.400,0.600,-2.200,,0,1
0.600,-1.300,0.600,-2.000,,0,1
0.600,-1.200,0.600,-1.800,,0,1
0.600,-1.100,0.600,-1.600,,0,1
0.600,-1.000,0.600,-1.400,,0,1
0.600,-0.900,0.600,-1.200,,0,1
0.600,-0.800,0.600,-1.000,,0,1
0.600,-0.700,0.600,-0.800,,0,1
0.600,-0.600,0.600,-0.600,,0,1
0.600,-0.500,0.600,-0.400,,0,1
0.600,-0.400,0.600,-0.200,,0,1
0.600,-0.300,0.600,0.000,317901150167329.500,1,1
0.600,-0.200,0.600,0.200,3.000,1,1
0.600,-0.100,0.600,0.400,1.500,1,1
0.600,0.000,0.600,0.600,1.000,1,1
0.600,0.100,0.600,0.800,0.750,1,1
0.600,0.200,0.600,1.000,0.600,1,1
0.600,0.300,0.600,1.200,0.500,1,1
0.600,0.400,0.600,1.400,0.429,1,1
0.600,0.500,0.600,1.600,0.375,1,1
0.600,0.600,0.600,1.800,0.333,1,1
0.600,0.700,0.600,2.000,0.300,1,1
0.600,0.800,0.600,2.200,0.273,1,1
0.600,0.900,0.600,2.400,0.250,1,1
0.600,1.000,0.600,2.600,0.231,1,1
0.600,1.100,0.600,2.800,0.214,1,1
0.600,1.200,0.600,3.000,0.200,1,1
0.600,1.300,0.600,3.200,0.188,1,1
0.600,1.400,0.600,3.400,0.176,1,1
0.600,1.500,0.600,3.600,0.167,1,1
0.600,1.600,0.600,3.800,0.158,1,1
0.600,1.700,0.600,4.000,0.150,1,1
0.600,1.800,0.600,4.200,0.143,1,1
0.600,1.900,0.600,4.400,0.136,1,1
0.600,2.000,0.600,4.600,0.130,1,1
0.700,-2.000,0.700,-3.300,,0,1
0.700,-1.900,0.700,-3.100,,0,1
0.700,-1.800,0.700,-2.900,,0,1
0.700,-1.700,0.700,-2.700,,0,1
0.700,-1.600,0.700,-2.500,,0,1
0.700,-1.500,0.700,-2.300,,0,1
0.700,-1.400,0.700,-2.100,,0,1
0.700,-1.300,0.700,-1.900,,0,1
0.700,-1.200,0.700,-1.700,,0,1
0.700,-1.100,0.700,-1.500,,0,1
0.700,-1.000,0.700,-1.300,,0,1
0.700,-0.900,0.700,-1.100,,0,1
0.700,-0.800,0.700,-0.900,,0,1
0.700,-0.700,0.700,-0.700,,0,1
0.700,-0.600,0.700,-0.500,,0,1
0.700,-0.500,0.700,-0.300,,0,1
0.700,-0.400,0.700,-0.100,,0,1
0.700,-0.300,0.700,0.100,7.000,1,1
0.700,-0.200,0.700,0.300,2.333,1,1
0.700,-0.100,0.700,0.500,1.400,1,1
0.700,0.000,0.700,0.700,1.000,1,1
0.700,0.100,0.700,0.900,0.778,1,1
0.700,0.200,0.700,1.100,0.636,1,1
0.700,0.300,0.700,1.300,0.538,1,1
0.700,0.400,0.700,1.500,0.467,1,1
0.700,0.500,0.700,1.700,0.412,1,1
0.700,0.600,0.700,1.900,0.368,1,1
0.700,0.700,0.700,2.100,0.333,1,1
0.700,0.800,0.700,2.300,0.304,1,1
0.700,0.900,0.700,2.500,0.280,1,1
0.700,1.000,0.700,2.700,0.259,1,1
0.700,1.100,0.700,2.900,0.241,1,1
0.700,1.200,0.700,3.100,0.226,1,1
0.700,1.300,0.700,3.300,0.212,1,1
0.700,1.400,0.700,3.500,0.200,1,1
0.700,1.500,0.700,3.700,0.189,1,1
0.700,1.600,0.700,3.900,0.179,1,1
